"areasymbol","cokey","claytotal_r","sandtotal_r","silttotal_r","hzdept_r","om_r","kffact","kwfact"
"CA612",27306220,42,28.4,29.6,107,0.8,0.24,0.05
"CA612",27306220,39,30.3,30.7,137,0.8,0.24,0.05
"CA612",27306225,23,39.5,37.5,0,6,0.28,0.1
"CA612",27306225,26,38,36,5,3,0.28,0.15
"CA612",27306225,28,34.4,37.6,15,1.5,0.32,0.15
"CA612",27306225,30,33.5,36.5,36,1,0.32,0.15
"CA612",27306225,33,34.4,32.6,61,0.8,0.28,0.05
"CA612",27306225,42,28.4,29.6,107,0.8,0.24,0.05
"CA612",27306225,39,30.3,30.7,137,0.8,0.24,0.05
"CA612",27306230,23,39.5,37.5,0,6,0.28,0.1
"CA612",27306230,26,38,36,5,3,0.28,0.15
"CA612",27306230,28,34.4,37.6,15,1.5,0.32,0.15
"CA612",27306230,30,33.5,36.5,36,1,0.32,0.15
"CA612",27306230,33,34.4,32.6,61,0.8,0.28,0.05
"CA612",27306230,42,28.4,29.6,107,0.8,0.24,0.05
"CA612",27306230,39,30.3,30.7,137,0.8,0.24,0.05
"CA612",27306234,NA,NA,NA,0,NA,NA,NA
"CA612",27306234,26,38,36,3,10,0.28,0.15
"CA612",27306234,30,33.5,36.5,13,6,0.24,0.1
"CA612",27306234,34,33.9,32.1,38,2,0.28,0.1
"CA612",27306234,37,31.9,31.1,74,1.5,0.24,0.1
"CA612",27306234,36,32.7,31.3,97,0.8,0.28,0.15
"CA612",27306234,37,31.9,31.1,112,0.6,0.28,0.15
"CA612",27306234,35,33.3,31.7,155,0.4,0.28,0.1
"CA612",27306246,NA,NA,NA,0,NA,NA,NA
"CA612",27306246,26,38,36,3,10,0.28,0.15
"CA612",27306246,30,33.5,36.5,13,6,0.24,0.1
"CA612",27306246,34,33.9,32.1,38,2,0.28,0.1
"CA612",27306246,37,31.9,31.1,74,1.5,0.24,0.1
"CA612",27306246,36,32.7,31.3,97,0.8,0.28,0.15
"CA612",27306246,37,31.9,31.1,112,0.6,0.28,0.15
"CA612",27306246,35,33.3,31.7,155,0.4,0.28,0.1
"CA612",27306247,NA,NA,NA,0,NA,NA,NA
"CA612",27306247,26,38,36,3,10,0.28,0.15
"CA612",27306247,30,33.5,36.5,13,6,0.24,0.1
"CA612",27306247,34,33.9,32.1,38,2,0.28,0.1
"CA612",27306247,37,31.9,31.1,74,1.5,0.24,0.1
"CA612",27306247,36,32.7,31.3,97,0.8,0.28,0.15
"CA612",27306247,37,31.9,31.1,112,0.6,0.28,0.15
"CA612",27306247,35,33.3,31.7,155,0.4,0.28,0.1
"CA612",27306262,NA,NA,NA,0,NA,NA,NA
"CA612",27306262,26,38,36,3,10,0.28,0.15
"CA612",27306262,30,33.5,36.5,13,6,0.24,0.1
"CA612",27306262,34,33.9,32.1,38,2,0.28,0.1
"CA612",27306262,37,31.9,31.1,74,1.5,0.24,0.1
"CA612",27306262,36,32.7,31.3,97,0.8,0.28,0.15
"CA612",27306262,37,31.9,31.1,112,0.6,0.28,0.15
"CA612",27306262,35,33.3,31.7,155,0.4,0.28,0.1
"CA612",27306263,NA,NA,NA,0,NA,NA,NA
"CA612",27306263,14,62.7,23.3,1,3,0.37,0.37
"CA612",27306263,16,61.3,22.7,5,1,0.43,0.43
"CA612",27306263,18,59,23,15,0.7,0.43,0.43
"CA612",27306263,19,58.3,22.7,28,0.5,0.43,0.43
"CA612",27306263,18,59,23,43,0.3,0.43,0.43
"CA612",27306263,18,59,23,61,0.2,0.43,0.15
"CA612",27306263,22,59.9,18.1,81,0.2,0.24,0.24
"CA612",27306263,NA,NA,NA,135,0,NA,NA
"CA612",27306263,NA,NA,NA,165,0,NA,NA
"CA612",27306268,NA,NA,NA,0,NA,NA,NA
"CA612",27306268,14,62.7,23.3,1,3,0.37,0.37
"CA612",27306268,16,61.3,22.7,5,1,0.43,0.43
"CA612",27306268,18,59,23,15,0.7,0.43,0.43
"CA612",27306268,19,58.3,22.7,28,0.5,0.43,0.43
"CA612",27306268,18,59,23,43,0.3,0.43,0.43
"CA612",27306268,18,59,23,61,0.2,0.43,0.15
"CA612",27306268,22,59.9,18.1,81,0.2,0.24,0.24
"CA612",27306268,NA,NA,NA,135,0,NA,NA
"CA612",27306268,NA,NA,NA,165,0,NA,NA
"CA612",27306273,NA,NA,NA,0,NA,NA,NA
"CA612",27306273,14,62.7,23.3,1,3,0.37,0.37
"CA612",27306273,16,61.3,22.7,5,1,0.43,0.43
"CA612",27306273,18,59,23,15,0.7,0.43,0.43
"CA612",27306273,19,58.3,22.7,28,0.5,0.43,0.43
"CA612",27306273,18,59,23,43,0.3,0.43,0.43
"CA612",27306273,18,59,23,61,0.2,0.43,0.15
"CA612",27306273,22,59.9,18.1,81,0.2,0.24,0.24
"CA612",27306273,NA,NA,NA,135,0,NA,NA
"CA612",27306273,NA,NA,NA,165,0,NA,NA
"CA612",27306277,NA,NA,NA,0,NA,NA,NA
"CA612",27306277,14,62.7,23.3,1,3,0.37,0.37
"CA612",27306277,16,61.3,22.7,5,1,0.43,0.43
"CA612",27306277,18,59,23,15,0.7,0.43,0.43
"CA612",27306277,19,58.3,22.7,28,0.5,0.43,0.43
"CA612",27306277,18,59,23,43,0.3,0.43,0.43
"CA612",27306277,18,59,23,61,0.2,0.43,0.15
"CA612",27306277,22,59.9,18.1,81,0.2,0.24,0.24
"CA612",27306277,NA,NA,NA,135,0,NA,NA
"CA612",27306277,NA,NA,NA,165,0,NA,NA
"CA612",27306280,NA,NA,NA,0,NA,NA,NA
"CA612",27306280,14,62.7,23.3,1,3,0.37,0.37
"CA612",27306280,16,61.3,22.7,5,1,0.43,0.43
"CA612",27306280,18,59,23,15,0.7,0.43,0.43
"CA612",27306280,19,58.3,22.7,28,0.5,0.43,0.43
"CA612",27306280,18,59,23,43,0.3,0.43,0.43
"CA612",27306280,18,59,23,61,0.2,0.43,0.15
"CA612",27306280,22,59.9,18.1,81,0.2,0.24,0.24
"CA612",27306280,NA,NA,NA,135,0,NA,NA
"CA612",27306280,NA,NA,NA,165,0,NA,NA
"CA612",27306283,NA,NA,NA,0,NA,NA,NA
"CA612",27306283,24,39.1,36.9,5,8,0.24,0.05
"CA612",27306283,29,34,37,13,4,0.28,0.05
"CA612",27306283,27,55.4,17.6,25,1,0.28,0.05
"CA612",27306283,NA,NA,NA,64,NA,NA,NA
"CA612",27306284,NA,NA,NA,0,NA,NA,NA
"CA612",27306284,29,34,37,5,7,0.28,0.15
"CA612",27306284,31,35.4,33.6,15,3,0.28,0.17
"CA612",27306284,33,34.4,32.6,25,2,0.28,0.28
"CA612",27306284,35,33.9,32.1,43,1.5,0.28,0.15
"CA612",27306284,36,32.7,31.3,71,1,0.28,0.1
"CA612",27306284,42,28.4,29.6,102,0.5,0.24,0.1
"CA612",27306284,32,53.9,14.1,127,0.4,0.2,0.05
"CA612",27306284,29,53.9,17.1,180,0.3,0.24,0.05
"CA612",27306288,NA,NA,NA,0,NA,NA,NA
"CA612",27306288,29,34,37,5,7,0.28,0.15
"CA612",27306288,31,35.4,33.6,15,3,0.28,0.17
"CA612",27306288,33,34.4,32.6,25,2,0.28,0.28
"CA612",27306288,35,33.9,32.1,43,1.5,0.28,0.15
"CA612",27306288,36,32.7,31.3,71,1,0.28,0.1
"CA612",27306288,42,28.4,29.6,102,0.5,0.24,0.1
"CA612",27306288,32,53.9,14.1,127,0.4,0.2,0.05
"CA612",27306288,29,53.9,17.1,180,0.3,0.24,0.05
"CA612",27306289,NA,NA,NA,0,NA,NA,NA
"CA612",27306289,24,39.1,36.9,5,8,0.24,0.05
"CA612",27306289,29,34,37,13,4,0.28,0.05
"CA612",27306289,27,55.4,17.6,25,1,0.28,0.05
"CA612",27306289,NA,NA,NA,64,NA,NA,NA
"CA612",27306293,NA,NA,NA,0,NA,NA,NA
"CA612",27306293,29,34,37,5,7,0.28,0.15
"CA612",27306293,31,35.4,33.6,15,3,0.28,0.17
"CA612",27306293,33,34.4,32.6,25,2,0.28,0.28
"CA612",27306293,35,33.9,32.1,43,1.5,0.28,0.15
"CA612",27306293,36,32.7,31.3,71,1,0.28,0.1
"CA612",27306293,42,28.4,29.6,102,0.5,0.24,0.1
"CA612",27306293,32,53.9,14.1,127,0.4,0.2,0.05
"CA612",27306293,29,53.9,17.1,180,0.3,0.24,0.05
"CA612",27306294,NA,NA,NA,0,NA,NA,NA
"CA612",27306294,24,39.1,36.9,5,8,0.24,0.05
"CA612",27306294,29,34,37,13,4,0.28,0.05
"CA612",27306294,27,55.4,17.6,25,1,0.28,0.05
"CA612",27306294,NA,NA,NA,64,NA,NA,NA
"CA612",27306298,NA,NA,NA,0,NA,NA,NA
"CA612",27306298,29,34,37,5,7,0.28,0.15
"CA612",27306298,31,35.4,33.6,15,3,0.28,0.17
"CA612",27306298,33,34.4,32.6,25,2,0.28,0.28
"CA612",27306298,35,33.9,32.1,43,1.5,0.28,0.15
"CA612",27306298,36,32.7,31.3,71,1,0.28,0.1
"CA612",27306298,42,28.4,29.6,102,0.5,0.24,0.1
"CA612",27306298,32,53.9,14.1,127,0.4,0.2,0.05
"CA612",27306298,29,53.9,17.1,180,0.3,0.24,0.05
"CA612",27306299,NA,NA,NA,0,NA,NA,NA
"CA612",27306299,24,39.1,36.9,5,8,0.24,0.05
"CA612",27306299,29,34,37,13,4,0.28,0.05
"CA612",27306299,27,55.4,17.6,25,1,0.28,0.05
"CA612",27306299,NA,NA,NA,64,NA,NA,NA
"CA612",27306302,NA,NA,NA,0,NA,NA,NA
"CA612",27306302,29,34,37,5,7,0.28,0.15
"CA612",27306302,31,35.4,33.6,15,3,0.28,0.17
"CA612",27306302,33,34.4,32.6,25,2,0.28,0.28
"CA612",27306302,35,33.9,32.1,43,1.5,0.28,0.15
"CA612",27306302,36,32.7,31.3,71,1,0.28,0.1
"CA612",27306302,42,28.4,29.6,102,0.5,0.24,0.1
"CA612",27306302,32,53.9,14.1,127,0.4,0.2,0.05
"CA612",27306302,29,53.9,17.1,180,0.3,0.24,0.05
"CA612",27306303,NA,NA,NA,0,NA,NA,NA
"CA612",27306303,24,39.1,36.9,5,8,0.24,0.05
"CA612",27306303,29,34,37,13,4,0.28,0.05
"CA612",27306303,27,55.4,17.6,25,1,0.28,0.05
"CA612",27306303,NA,NA,NA,64,NA,NA,NA
"CA612",27306306,23,39.5,37.5,0,7,0.28,0.2
"CA612",27306306,25,38.5,36.5,5,4,0.28,0.2
"CA612",27306306,28,34.4,37.6,23,2,0.32,0.2
"CA612",27306306,31,35.4,33.6,36,1.2,0.32,0.2
"CA612",27306306,34,33.9,32.1,53,1,0.28,0.2
"CA612",27306306,36,32.7,31.3,71,0.6,0.28,0.2
"CA612",27306306,37,31.9,31.1,97,0.4,0.28,0.2
"CA612",27306306,39,30.3,30.7,130,0.2,0.28,0.1
"CA612",27306306,38,31.1,30.9,175,0.2,0.28,0.1
"CA612",27306315,23,39.5,37.5,0,6,0.28,0.1
"CA612",27306315,26,38,36,5,3,0.28,0.15
"CA612",27306315,28,34.4,37.6,15,1.5,0.32,0.15
"CA612",27306315,30,33.5,36.5,36,1,0.32,0.15
"CA612",27306315,33,34.4,32.6,61,0.8,0.28,0.05
"CA612",27306315,42,28.4,29.6,107,0.8,0.24,0.05
"CA612",27306315,39,30.3,30.7,137,0.8,0.24,0.05
"CA612",27306319,22,41.1,36.9,0,5,0.28,0.2
"CA612",27306319,25,38.5,36.5,3,1.5,0.32,0.17
"CA612",27306319,29,34,37,15,1,0.37,0.2
"CA612",27306319,35,33.3,31.7,30,0.5,0.32,0.15
"CA612",27306319,40,30,30,48,0.3,0.32,0.1
"CA612",27306319,NA,NA,NA,61,0,NA,NA
"CA612",27306326,22,41.1,36.9,0,5,0.28,0.2
"CA612",27306326,25,38.5,36.5,3,1.5,0.32,0.17
"CA612",27306326,29,34,37,15,1,0.37,0.2
"CA612",27306326,35,33.3,31.7,30,0.5,0.32,0.15
"CA612",27306326,40,30,30,48,0.3,0.32,0.1
"CA612",27306326,NA,NA,NA,61,0,NA,NA
"CA612",27306327,NA,NA,NA,0,NA,NA,NA
"CA612",27306327,24,39.1,36.9,5,8,0.24,0.1
"CA612",27306327,28,34.4,37.6,15,5,0.28,0.1
"CA612",27306327,30,33.5,36.5,33,3,0.28,0.05
"CA612",27306327,32,34.8,33.2,56,1.5,0.28,0.05
"CA612",27306327,31,54.6,14.4,102,0.8,0.24,0.02
"CA612",27306327,NA,NA,NA,127,0,NA,NA
"CA612",27306335,NA,NA,NA,0,NA,NA,NA
"CA612",27306335,24,39.1,36.9,5,8,0.24,0.1
"CA612",27306335,28,34.4,37.6,15,5,0.28,0.1
"CA612",27306335,30,33.5,36.5,33,3,0.28,0.05
"CA612",27306335,32,34.8,33.2,56,1.5,0.28,0.05
"CA612",27306335,31,54.6,14.4,102,0.8,0.24,0.02
"CA612",27306335,NA,NA,NA,127,0,NA,NA
"CA612",27306342,23,39.5,37.5,0,4,0.32,0.2
"CA612",27306342,32,34.8,33.2,5,2,0.32,0.32
"CA612",27306342,38,31.1,30.9,20,1,0.32,0.32
"CA612",27306342,50,22.1,27.9,33,0.5,0.24,0.24
"CA612",27306342,NA,NA,NA,69,0,NA,NA
"CA612",27306343,25,38.5,36.5,0,3,0.37,0.37
"CA612",27306343,34,33.9,32.1,5,1,0.32,0.32
"CA612",27306343,40,30,30,18,0.5,0.32,0.32
"CA612",27306343,NA,NA,NA,38,NA,NA,NA
"CA612",27306356,55,17.1,27.9,0,2.5,0.2,0.2
"CA612",27306356,55,17.1,27.9,6,1,0.2,0.2
"CA612",27306356,55,17.1,27.9,30,0.8,0.24,0.24
"CA612",27306356,55,17.1,27.9,61,0.5,0.24,0.24
"CA612",27306356,NA,NA,NA,76,0,NA,NA
"CA612",27306357,23,39.5,37.5,0,4,0.32,0.2
"CA612",27306357,32,34.8,33.2,5,2,0.32,0.32
"CA612",27306357,38,31.1,30.9,20,1,0.32,0.32
"CA612",27306357,50,22.1,27.9,33,0.5,0.24,0.24
"CA612",27306357,NA,NA,NA,69,0,NA,NA
"CA612",27306358,25,38.5,36.5,0,3,0.37,0.37
"CA612",27306358,34,33.9,32.1,5,1,0.32,0.32
"CA612",27306358,40,30,30,18,0.5,0.32,0.32
"CA612",27306358,NA,NA,NA,38,NA,NA,NA
"CA612",27306359,55,17.1,27.9,0,2.5,0.24,0.15
"CA612",27306359,60,12.1,27.9,8,1,0.2,0.1
"CA612",27306359,60,12.1,27.9,20,0.8,0.24,0.15
"CA612",27306359,NA,NA,NA,38,NA,0.02,0.02
"CA612",27306360,25,38.5,36.5,0,5,0.32,0.32
"CA612",27306360,35,33.3,31.7,3,1.5,0.32,0.17
"CA612",27306360,43,27.6,29.4,8,1.5,0.28,0.15
"CA612",27306360,NA,NA,NA,18,NA,0.02,0.02
"CA612",27306361,27,37.4,35.6,0,1.8,0.37,0.24
"CA612",27306361,34,33.9,32.1,4,0.9,0.32,0.32
"CA612",27306361,40,30,30,11,0.7,0.32,0.17
"CA612",27306361,50,22.1,27.9,19,0.5,0.24,0.1
"CA612",27306361,NA,NA,NA,28,NA,0.02,0.02
"CA612",27306370,13,63.5,23.5,0,10,0.43,0.1
"CA612",27306370,15,62,23,10,7,0.43,0.1
"CA612",27306370,NA,NA,NA,23,NA,NA,NA
"CA612",27306371,NA,NA,NA,0,NA,NA,NA
"CA612",27306371,10,66.9,23.1,5,45,0.2,0.2
"CA612",27306371,12,68.3,19.7,10,16,0.17,0.17
"CA612",27306371,14,66.8,19.2,28,12,0.17,0.05
"CA612",27306371,12,68.6,19.4,69,6,0.24,0.05
"CA612",27306371,NA,NA,NA,91,NA,NA,NA
"CA612",27306383,0,NA,NA,0,NA,NA,NA
"CA612",27306383,0,NA,NA,3,NA,NA,NA
"CA612",27306383,4,66.5,29.5,5,3,0.28,0.17
"CA612",27306383,5,65.6,29.4,13,0.8,0.32,0.2
"CA612",27306383,4,66.5,29.5,28,0.5,0.37,0.17
"CA612",27306383,NA,NA,NA,48,NA,NA,NA
"CA612",27306389,NA,NA,NA,0,NA,NA,NA
"CA612",27306389,10,66.9,23.1,3,8,0.2,0.2
"CA612",27306389,8,68.5,23.5,8,5.4,0.2,0.2
"CA612",27306389,6,64.7,29.3,16,2,0.24,0.24
"CA612",27306389,8,69.3,22.7,41,1.2,0.24,0.24
"CA612",27306389,8,69.3,22.7,56,0.7,0.24,0.24
"CA612",27306389,10,66.9,23.1,79,0.6,0.28,0.28
"CA612",27306389,5,84,11,100,0.4,0.15,0.15
"CA612",27306389,5,84,11,143,0.2,0.15,0.15
"CA612",27306390,NA,NA,NA,0,NA,NA,NA
"CA612",27306390,6,65,29,5,3,0.28,0.17
"CA612",27306390,8,68.5,23.5,10,0.5,0.28,0.28
"CA612",27306390,NA,NA,NA,20,NA,NA,NA
"CA612",27306392,0,NA,NA,0,NA,NA,NA
"CA612",27306392,0,NA,NA,3,NA,NA,NA
"CA612",27306392,4,66.5,29.5,5,3,0.28,0.17
"CA612",27306392,5,65.6,29.4,13,0.8,0.32,0.2
"CA612",27306392,4,66.5,29.5,28,0.5,0.37,0.17
"CA612",27306392,NA,NA,NA,48,NA,NA,NA
"CA612",27306394,16,43.8,40.2,0,13,0.24,0.15
"CA612",27306394,19,42.7,38.3,8,6.2,0.32,0.1
"CA612",27306394,23,39.5,37.5,28,2.8,0.32,0.1
"CA612",27306394,26,38,36,56,1.6,0.32,0.05
"CA612",27306394,29,34,37,81,0.8,0.37,0.05
"CA612",27306394,NA,NA,NA,114,1.2,NA,NA
"CA612",27306394,NA,NA,NA,127,NA,NA,NA
"CA612",27306397,16,43.8,40.2,0,13,0.24,0.1
"CA612",27306397,18,43.2,38.8,5,6.2,0.28,0.1
"CA612",27306397,22,41.1,36.9,28,2.8,0.32,0.1
"CA612",27306397,26,38,36,69,1.6,0.32,0.05
"CA612",27306397,29,34,37,109,0.8,0.32,0.05
"CA612",27306402,16,43.8,40.2,0,13,0.24,0.1
"CA612",27306402,18,43.2,38.8,5,6.2,0.28,0.1
"CA612",27306402,22,41.1,36.9,28,2.8,0.32,0.1
"CA612",27306402,26,38,36,69,1.6,0.32,0.05
"CA612",27306402,29,34,37,109,0.8,0.32,0.05
"CA612",27306405,18,27.3,54.7,0,13,0.37,0.24
"CA612",27306405,24,21.3,54.7,8,6,0.37,0.24
"CA612",27306405,28,17.8,54.2,18,3,0.37,0.24
"CA612",27306405,32,17.9,50.1,41,2,0.37,0.2
"CA612",27306405,35,16.9,48.1,76,1,0.37,0.17
"CA612",27306405,40,8,52,107,0.8,0.32,0.15
"CA612",27306405,42,7.8,50.2,152,0.8,0.32,0.1
"CA612",27306411,NA,NA,0,0,NA,NA,NA
"CA612",27306411,20,42.1,48,3,3.1,0.32,0.32
"CA612",27306411,24,39.1,48,8,2.2,0.37,0.37
"CA612",27306411,26,38,48,18,1.4,0.43,0.43
"CA612",27306411,28,34.4,48,38,0.9,0.43,0.2
"CA612",27306411,29,34,45,56,0.6,0.37,0.17
"CA612",27306411,31,35.4,40,66,0.6,0.37,0.1
"CA612",27306411,28,34.4,43,79,0.4,0.37,0.1
"CA612",27306411,30,33.5,43,107,0.3,0.43,0.2
"CA612",27306411,NA,NA,NA,132,NA,NA,NA
"CA612",27306415,19,42.7,38.3,0,5,0.28,0.28
"CA612",27306415,21,41.6,37.4,5,3,0.28,0.28
"CA612",27306415,24,39.1,36.9,23,1.3,0.32,0.32
"CA612",27306415,26,38,36,36,1,0.32,0.32
"CA612",27306415,24,39.1,36.9,61,0.5,0.37,0.37
"CA612",27306415,19,42.7,38.3,79,0,0.37,0.37
"CA612",27306415,16,43.8,40.2,157,0,0.37,0.37
"CA612",27306416,10,66.9,23.1,0,5,0.24,0.15
"CA612",27306416,12,68.3,19.7,8,4,0.2,0.1
"CA612",27306416,14,66.8,19.2,18,2,0.32,0.15
"CA612",27306416,16,65.1,18.9,30,1,0.32,0.1
"CA612",27306416,19,66,15,41,0.5,0.28,0.1
"CA612",27306416,23,59.1,17.9,48,0.2,0.32,0.05
"CA612",27306416,NA,NA,NA,64,NA,NA,NA
"CA612",27306417,NA,NA,0,0,NA,NA,NA
"CA612",27306417,20,42.1,48,3,3.1,0.32,0.32
"CA612",27306417,24,39.1,48,8,2.2,0.37,0.37
"CA612",27306417,26,38,48,18,1.4,0.43,0.43
"CA612",27306417,28,34.4,48,38,0.9,0.43,0.2
"CA612",27306417,29,34,45,56,0.6,0.37,0.17
"CA612",27306417,31,35.4,40,66,0.6,0.37,0.1
"CA612",27306417,28,34.4,43,79,0.4,0.37,0.1
"CA612",27306417,30,33.5,43,107,0.3,0.43,0.2
"CA612",27306417,NA,NA,NA,132,NA,NA,NA
"CA612",27306418,19,42.7,38.3,0,5,0.28,0.28
"CA612",27306418,21,41.6,37.4,5,3,0.28,0.28
"CA612",27306418,24,39.1,36.9,23,1.3,0.32,0.32
"CA612",27306418,26,38,36,36,1,0.32,0.32
"CA612",27306418,24,39.1,36.9,61,0.5,0.37,0.37
"CA612",27306418,19,42.7,38.3,79,0,0.37,0.37
"CA612",27306418,16,43.8,40.2,157,0,0.37,0.37
"CA612",27306424,19,42.7,38.3,0,5,0.28,0.28
"CA612",27306424,21,41.6,37.4,5,3,0.28,0.28
"CA612",27306424,24,39.1,36.9,23,1.3,0.32,0.32
"CA612",27306424,26,38,36,36,1,0.32,0.32
"CA612",27306424,24,39.1,36.9,61,0.5,0.37,0.37
"CA612",27306424,19,42.7,38.3,79,0,0.37,0.37
"CA612",27306424,16,43.8,40.2,157,0,0.49,0.49
"CA612",27306424,NA,NA,NA,178,NA,NA,NA
"CA612",27306431,14,44.8,41.2,0,5,0.32,0.32
"CA612",27306431,15,65.9,19.1,5,3,0.2,0.2
"CA612",27306431,18,66.8,15.2,13,2,0.28,0.28
"CA612",27306431,23,59.1,17.9,25,1,0.32,0.32
"CA612",27306431,NA,NA,NA,58,0,NA,NA
"CA612",27306432,15,65.9,19.1,0,4,0.28,0.1
"CA612",27306432,18,66.8,15.2,5,3,0.24,0.1
"CA612",27306432,20,65.1,14.9,13,1,0.28,0.1
"CA612",27306432,NA,NA,NA,33,NA,NA,NA
"CA612",27306433,14,69.6,16.4,0,5,0.28,0.15
"CA612",27306433,14,66.8,19.2,5,2,0.32,0.17
"CA612",27306433,18,66.8,15.2,20,1,0.28,0.28
"CA612",27306433,NA,NA,NA,30,NA,NA,NA
"CA612",27306433,NA,NA,NA,46,NA,NA,NA
"CA612",27306434,14,44.8,41.2,0,5,0.32,0.32
"CA612",27306434,15,65.9,19.1,5,3,0.2,0.2
"CA612",27306434,18,66.8,15.2,13,2,0.28,0.28
"CA612",27306434,23,59.1,17.9,25,1,0.32,0.32
"CA612",27306434,NA,NA,NA,58,0,NA,NA
"CA612",27306440,4,62,34,0,12,0.43,0.43
"CA612",27306440,4,65,31,8,10,0.32,0.32
"CA612",27306440,4,66.3,29.7,18,0.8,0.24,0.1
"CA612",27306440,6,63.5,30.5,41,10,0.32,0.32
"CA612",27306440,2,68.2,29.8,48,0.8,0.28,0.2
"CA612",27306440,4,62,34,58,10,0.43,0.43
"CA612",27306440,2,79.7,18.3,89,0.8,0.15,0.05
"CA612",27306440,4,65,31,124,10,0.32,0.32
"CA612",27306440,2,79.7,18.3,160,0.8,0.15,0.1
"CA612",27306440,4,65,31,180,10,0.32,0.32
"CA612",27306441,NA,NA,NA,0,NA,NA,NA
"CA612",27306441,5,65.6,29.4,1,8,0.24,0.24
"CA612",27306441,3,67.3,29.7,5,5,0.24,0.15
"CA612",27306441,3,67.3,29.7,13,2,0.28,0.28
"CA612",27306441,2,68.2,29.8,30,1,0.32,0.2
"CA612",27306441,2,67.8,30.2,58,0.7,0.32,0.17
"CA612",27306441,2,67.8,30.2,76,0.6,0.32,0.17
"CA612",27306441,2,67.8,30.2,107,0.5,0.32,0.2
"CA612",27306441,2,67.8,30.2,152,0.3,0.32,0.32
"CA612",27306443,NA,NA,NA,0,NA,NA,NA
"CA612",27306443,10,66.9,23.1,3,8,0.2,0.2
"CA612",27306443,8,68.5,23.5,8,5.4,0.2,0.2
"CA612",27306443,6,64.7,29.3,16,2,0.24,0.24
"CA612",27306443,8,69.3,22.7,41,1.2,0.24,0.24
"CA612",27306443,8,69.3,22.7,56,0.7,0.24,0.24
"CA612",27306443,10,66.9,23.1,79,0.6,0.28,0.28
"CA612",27306443,5,84,11,100,0.4,0.15,0.15
"CA612",27306443,5,84,11,143,0.2,0.15,0.15
"CA612",27306446,22,41.1,36.9,0,2,0.32,0.17
"CA612",27306446,24,39.1,36.9,13,1,0.37,0.15
"CA612",27306446,27,37.4,35.6,28,0.8,0.32,0.15
"CA612",27306446,34,33.9,32.1,46,0.5,0.28,0.05
"CA612",27306446,31,35.4,33.6,81,0.3,0.32,0.02
"CA612",27306446,27,55.4,17.6,122,0.2,0.24,0.02
"CA612",27306452,NA,NA,NA,0,NA,NA,NA
"CA612",27306452,13,67.4,19.6,3,14,0.2,0.1
"CA612",27306452,15,65.9,19.1,10,14,0.1,0.05
"CA612",27306452,17,64.4,18.6,18,7,0.1,0.02
"CA612",27306452,18,66.8,15.2,38,4.5,0.1,0.02
"CA612",27306452,21,55.1,23.9,76,1.5,0.49,0.1
"CA612",27306452,29,26.8,44.2,94,1,0.43,0.05
"CA612",27306452,NA,NA,NA,119,NA,0.02,0.02
"CA612",27306456,50,5.3,44.7,0,0.8,0.32,0.32
"CA612",27306456,55,3,42,8,0.5,0.28,0.15
"CA612",27306456,NA,NA,NA,28,NA,0.02,0.02
"CA612",27306457,10,68.5,21.5,0,0.8,0.43,0.24
"CA612",27306457,20,42.1,37.9,3,0.5,0.43,0.24
"CA612",27306457,29,34,37,10,0.3,0.37,0.1
"CA612",27306457,NA,NA,NA,23,NA,0.02,0.02
"CA612",27306458,15,68.8,16.2,0,0.8,0.28,0.15
"CA612",27306458,18,67.7,14.3,3,0.5,0.28,0.15
"CA612",27306458,24,39.1,36.9,13,0.5,0.37,0.2
"CA612",27306458,26,38,36,25,0.3,0.43,0.2
"CA612",27306458,28,34.4,37.6,46,0.2,0.43,0.1
"CA612",27306458,45,47.8,7.2,61,0.1,0.2,0.05
"CA612",27306458,NA,NA,NA,69,NA,0.02,0.02
"CA612",27306466,18,43.2,38.8,0,3,0.28,0.28
"CA612",27306466,22,41.1,36.9,8,2,0.32,0.15
"CA612",27306466,30,33.5,36.5,23,1,0.32,0.1
"CA612",27306466,38,50.3,11.7,56,0.8,0.17,0.02
"CA612",27306466,35,51.5,13.5,79,0.6,0.2,0.05
"CA612",27306466,39,49.5,11.5,114,0.5,0.17,0.05
"CA612",27306466,42,50.2,7.8,132,0.3,0.15,0.02
"CA612",27306467,45,26.1,28.9,0,1.5,0.15,0.1
"CA612",27306467,50,5.3,44.7,8,0.5,0.28,0.17
"CA612",27306467,55,3,42,15,0.3,0.24,0.24
"CA612",27306467,55,3,42,38,0.2,0.24,0.24
"CA612",27306467,55,3,42,53,0.1,0.24,0.1
"CA612",27306467,10,66.9,23.1,58,0.1,0.37,0.1
"CA612",27306468,18,67.7,14.3,0,1,0.28,0.28
"CA612",27306468,24,39.1,36.9,8,0.8,0.37,0.37
"CA612",27306468,29,34,37,18,0.5,0.37,0.37
"CA612",27306468,45,26.1,28.9,41,0.3,0.24,0.05
"CA612",27306468,50,22.1,27.9,58,0.2,0.24,0.05
"CA612",27306468,2,96.5,1.5,79,0.1,0.17,0.02
"CA612",27306469,25,38.5,36.5,0,0.8,0.37,0.37
"CA612",27306469,30,33.5,36.5,3,0.5,0.37,0.37
"CA612",27306469,45,26.1,28.9,10,0.5,0.24,0.1
"CA612",27306469,50,22.1,27.9,23,0.3,0.24,0.05
"CA612",27306469,5,93.6,1.4,38,0.1,0.17,0.02
