"areasymbol","areaname","mukey","musym","muname","cokey","compname","comppct_r","chkey","hzname","hzdept_r","hzdepb_r","claytotal_r","sandtotal_r","sandvf_r","silttotal_r","om_r","dbthirdbar_r","kffact","kwfact","hydgrp","slope_r"
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461231,"705","Typic Haploxeralfs, magnesic-Earlal-Cerpone-Rock outcrop complex, 50 to 80 percent slopes",27305229,"Typic Haploxeralfs",35,81504401,"A",0,8,24,39.1,11.6,36.9,6,1.5,".32",".10","C",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461231,"705","Typic Haploxeralfs, magnesic-Earlal-Cerpone-Rock outcrop complex, 50 to 80 percent slopes",27305230,"Earlal",25,81504539,"A",0,8,25,38.5,11.4,36.5,7,1.5,".28",".10","D",65
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461232,"704","Typic Haploxeralfs, magnesic-Earlal-Cerpone-Rock outcrop complex, 30 to 50 percent slopes",27305235,"Typic Haploxeralfs",40,81504395,"A",0,8,24,39.1,11.6,36.9,6,1.5,".32",".10","C",42
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461232,"704","Typic Haploxeralfs, magnesic-Earlal-Cerpone-Rock outcrop complex, 30 to 50 percent slopes",27305237,"Cerpone",15,81503784,"A",4,9,18,38,8,44,6.8,1.5,".32",".20","C",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461232,"704","Typic Haploxeralfs, magnesic-Earlal-Cerpone-Rock outcrop complex, 30 to 50 percent slopes",27305238,"Earlal",20,81504534,"A",0,8,25,38.5,11.4,36.5,7,1.5,".28",".10","D",45
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461233,"703","Cerpone-Typic Haploxeralfs, magnesic-Earlal-Rock outcrop complex, 15 to 30 percent slopes.",27305243,"Cerpone",31,81503790,"A",4,9,18,38,8,44,6.8,1.5,".32",".20","C",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461233,"703","Cerpone-Typic Haploxeralfs, magnesic-Earlal-Rock outcrop complex, 15 to 30 percent slopes.",27305244,"Typic Haploxeralfs",29,81504384,"A",0,8,24,39.1,11.6,36.9,6,1.5,".32",".10","C",25
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461233,"703","Cerpone-Typic Haploxeralfs, magnesic-Earlal-Rock outcrop complex, 15 to 30 percent slopes.",27305249,"Earlal",16,81504531,"A",0,8,25,38.5,11.4,36.5,7,1.5,".28",".10","D",25
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461234,"702","Cerpone-Typic Haploxeralfs, magnesic-Earlal complex, 3 to 15 percent slopes",27305250,"Typic Haploxeralfs",20,81504375,"A",0,8,24,39.1,11.6,36.9,6,1.5,".32",".10","C",10
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461234,"702","Cerpone-Typic Haploxeralfs, magnesic-Earlal complex, 3 to 15 percent slopes",27305251,"Cerpone",50,81503799,"A",4,9,18,38,8,44,6.8,1.5,".32",".20","C",11
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461234,"702","Cerpone-Typic Haploxeralfs, magnesic-Earlal complex, 3 to 15 percent slopes",27305252,"Earlal",15,81504527,"A",0,8,25,38.5,11.4,36.5,7,1.5,".28",".10","D",10
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461235,"701","Powellton-Obstruction , 50 to 70 percent slopes",27305256,"Powellton",40,81503814,"A",4,9,25,35,6,40,11.6,1.5,".20",".10","C",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461235,"701","Powellton-Obstruction , 50 to 70 percent slopes",27305257,"Obstruction",30,81503821,"A",10,18,17,64.4,10.2,18.6,5.3,1.55,".15",".10","C",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461236,"700","Retsongulch-Flumewall , 70 to 100 percent slopes",27305262,"Retsongulch",40,81503828,"A",3,8,18,66.8,9.8,15.2,4,1.55,".15",".05","C",75
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461236,"700","Retsongulch-Flumewall , 70 to 100 percent slopes",27305263,"Flumewall",25,81503832,"A",1,5,17,64.4,10.2,18.6,5,1.55,".20",".10","D",82
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461237,"617","Jokerst-Doemill-Typic Haploxeralfs , 15 to 30 percent slopes",27305268,"Typic Haploxeralfs",20,81503840,"A",0,5,27,37.4,11.1,35.6,4,1.5,".28",".15","C",25
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461237,"617","Jokerst-Doemill-Typic Haploxeralfs , 15 to 30 percent slopes",27305269,"Doemill",35,81503844,"A",0,3,15,36,8,49,5.78,1.5,".43",".28","D",18
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461237,"617","Jokerst-Doemill-Typic Haploxeralfs , 15 to 30 percent slopes",27305270,"Jokerst",30,81503848,"A",0,3,15,42,9,43,3.48,1.5,".37",".17","D",18
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461238,"810","Dixmine-Mac-Spine , 30 to 50 percent slopes",27305273,"Dixmine",35,81503855,"A",4,14,24,29,9,47,5.1,1.5,".24",".10","C",36
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461238,"810","Dixmine-Mac-Spine , 30 to 50 percent slopes",27305274,"Spine",25,81503861,"A",3,8,20,42.1,12.2,37.9,5,1.5,".37",".15","D",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461238,"810","Dixmine-Mac-Spine , 30 to 50 percent slopes",27305275,"Mac",25,81504408,"A",3,10,23,39.5,11.7,37.5,9,1.5,".28",".20","C",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461239,"809","Walkermine-Bottlehill-Logtrain-Rock outcrop , 70 to 110 percent slopes",27305287,"Logtrain",15,81503866,"A",3,8,20,42.1,12.2,37.9,10,1.5,".28",".15","B",90
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461239,"809","Walkermine-Bottlehill-Logtrain-Rock outcrop , 70 to 110 percent slopes",27305288,"Bottlehill",15,81503874,"A1",4,11,18,44,7,38,18,1.5,".24",".10","C",90
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461239,"809","Walkermine-Bottlehill-Logtrain-Rock outcrop , 70 to 110 percent slopes",27305289,"Walkermine",45,81503881,"A",3,8,22,41.1,11.8,36.9,12,1.5,".28",".05","D",95
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461240,"808","Bottlehill-Walkermine-Logtrain , 50 to 70 percent slopes",27305291,"Logtrain",20,81503885,"A",3,8,20,42.1,12.2,37.9,10,1.5,".28",".15","B",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461240,"808","Bottlehill-Walkermine-Logtrain , 50 to 70 percent slopes",27305292,"Bottlehill",45,81503893,"A1",4,11,18,44,7,38,18,1.5,".24",".10","C",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461240,"808","Bottlehill-Walkermine-Logtrain , 50 to 70 percent slopes",27305293,"Walkermine",20,81503898,"A",3,8,22,41.1,11.8,36.9,12,1.5,".28",".05","D",68
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461241,"807","Bottlehill-Logtrain-Walkermine , 30 to 50 percent slopes",27305301,"Walkermine",25,81504522,"A",3,8,22,41.1,11.8,36.9,12,1.5,".28",".05","D",45
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461241,"807","Bottlehill-Logtrain-Walkermine , 30 to 50 percent slopes",27305302,"Logtrain",30,81503906,"A",3,8,20,42.1,12.2,37.9,10,1.5,".28",".15","B",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461241,"807","Bottlehill-Logtrain-Walkermine , 30 to 50 percent slopes",27305303,"Bottlehill",35,81503912,"A1",4,11,18,44,7,38,18,1.5,".24",".10","C",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461242,"806","Bottlehill-Walkermine-Logtrain , 15 to 30 percent slopes",27305304,"Logtrain",20,81503919,"A",3,8,20,42.1,12.2,37.9,10,1.5,".28",".15","B",25
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461242,"806","Bottlehill-Walkermine-Logtrain , 15 to 30 percent slopes",27305305,"Bottlehill",50,81503927,"A1",4,11,18,44,7,38,18,1.5,".24",".10","C",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461242,"806","Bottlehill-Walkermine-Logtrain , 15 to 30 percent slopes",27305306,"Walkermine",20,81504517,"A",3,8,22,41.1,11.8,36.9,12,1.5,".28",".05","D",28
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461243,"805","Bottlehill-walkermine-logtrain complex, 3 to 15 percent slopes",27305313,"Walkermine",20,81504506,"A",3,8,22,41.1,11.8,36.9,12,1.5,".28",".05","D",13
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461243,"805","Bottlehill-walkermine-logtrain complex, 3 to 15 percent slopes",27305314,"Logtrain",20,81504511,"A",3,8,20,42.1,12.2,37.9,10,1.5,".28",".15","B",7
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461243,"805","Bottlehill-walkermine-logtrain complex, 3 to 15 percent slopes",27305315,"Bottlehill",50,81503935,"A1",4,11,18,44,7,38,18,1.5,".24",".10","C",7
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461244,"804","Obskel-Obstruction-Retsongulch , 50 to 70 percent slopes",27305316,"Obstruction",25,81503942,"A",10,18,17,64.4,10.2,18.6,5.3,1.55,".15",".10","C",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461244,"804","Obskel-Obstruction-Retsongulch , 50 to 70 percent slopes",27305317,"Obskel",35,81503953,"A",2,9,12,68.3,10.8,19.7,5.3,1.55,".15",".05","B",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461244,"804","Obskel-Obstruction-Retsongulch , 50 to 70 percent slopes",27305318,"Retsongulch",20,81503961,"A",3,8,18,66.8,9.8,15.2,4,1.55,".15",".05","C",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461245,"803","Obskel-Obstruction , 30 to 50 percent slopes",27305322,"Obstruction",39,81503971,"A",10,18,17,64.4,10.2,18.6,5.3,1.55,".15",".10","C",45
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461245,"803","Obskel-Obstruction , 30 to 50 percent slopes",27305323,"Obskel",41,81503977,"A",2,9,12,68.3,10.8,19.7,5.3,1.55,".15",".05","B",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461246,"802","Obskel-Obstruction , 15 to 30 percent slopes",27305328,"Obstruction",39,81503986,"A",10,18,17,64.4,10.2,18.6,5.3,1.55,".15",".10","C",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461246,"802","Obskel-Obstruction , 15 to 30 percent slopes",27305329,"Obskel",41,81503995,"A",2,9,12,68.3,10.8,19.7,5.3,1.55,".15",".05","B",25
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461247,"801","Obstruction gravelly sandy loam, 3 to 15 percent slopes",27305333,"Obstruction",70,81504000,"A",10,18,17,64.4,10.2,18.6,5.3,1.55,".15",".10","C",10
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461249,"720","Dystroxerepts-Haploxeralfs-Rock outcrop , 70 to 110 percent slopes",27305339,"Haploxeralfs",30,81504010,"A",1,10,26,38,11.3,36,3,1.5,".28",".10","C",80
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461249,"720","Dystroxerepts-Haploxeralfs-Rock outcrop , 70 to 110 percent slopes",27305340,"Dystroxerepts",40,81504024,"A",3,10,26,38,11.3,36,3,1.5,".24",".05","C",92
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461250,"719","Griffgulch-Surnuf-Spine taxadjunct , 50 to 70 percent slopes",27305346,"Surnuf",30,81504027,"A",3,10,26,38,11.3,36,8,1.5,".28",".15","C",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461250,"719","Griffgulch-Surnuf-Spine taxadjunct , 50 to 70 percent slopes",27305347,"Spine taxadjunct",20,81504034,"A",0,5,25,38.5,11.4,36.5,8,1.5,".28",".10","D",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461250,"719","Griffgulch-Surnuf-Spine taxadjunct , 50 to 70 percent slopes",27305348,"Griffgulch",35,81504038,"A",8,18,26,21,7,53,7.62,1.5,".32",".10","C",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461251,"718","Griffgulch-Surnuf-Spine taxadjunct , 30 to 50 percent slopes",27305354,"Surnuf",34,81504046,"A",3,10,26,38,11.3,36,8,1.5,".28",".15","C",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461251,"718","Griffgulch-Surnuf-Spine taxadjunct , 30 to 50 percent slopes",27305355,"Griffgulch",36,81504056,"A",8,18,26,21,7,53,7.62,1.5,".32",".10","C",47
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461251,"718","Griffgulch-Surnuf-Spine taxadjunct , 30 to 50 percent slopes",27305356,"Spine taxadjunct",15,81504306,"A",0,5,25,38.5,11.4,36.5,8,1.5,".28",".10","D",42
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461252,"717","Griffgulch-Surnuf , 15 to 30 percent slopes",27305362,"Surnuf",39,81504063,"A",3,10,26,38,11.3,36,8,1.5,".28",".15","C",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461252,"717","Griffgulch-Surnuf , 15 to 30 percent slopes",27305363,"Griffgulch",41,81504075,"A",8,18,26,21,7,53,7.62,1.5,".32",".10","C",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461253,"716","Griffgulch-Surnuf , 3 to 15 percent slopes",27305370,"Griffgulch",41,81504085,"A",8,18,26,21,7,53,7.62,1.5,".32",".10","C",7
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461253,"716","Griffgulch-Surnuf , 3 to 15 percent slopes",27305371,"Surnuf",39,81504089,"A",3,10,26,38,11.3,36,8,1.5,".28",".15","C",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461254,"715","Logtrain-Bottlehill-Walkermine , 70 to 110 percent slopes",27305378,"Logtrain",40,81504098,"A",3,8,20,42.1,12.2,37.9,10,1.5,".28",".15","B",80
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461254,"715","Logtrain-Bottlehill-Walkermine , 70 to 110 percent slopes",27305379,"Bottlehill",30,81504105,"A1",4,11,18,44,7,38,18,1.5,".24",".10","C",90
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461254,"715","Logtrain-Bottlehill-Walkermine , 70 to 110 percent slopes",27305380,"Walkermine",20,81504113,"A",3,8,22,41.1,11.8,36.9,12,1.5,".28",".05","D",95
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461255,"827","Redbone gravelly medial sandy loam, 15 to 30 percent slopes",27305385,"Redbone",80,81504120,"A",4,9,14,66.8,10.6,19.2,10.8,0.85,".10",".05","A",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461256,"826","Redbone gravelly medial sandy loam, 3 to 15 percent slopes",27305391,"Redbone",80,81504125,"A",4,9,14,66.8,10.6,19.2,10.8,0.85,".10",".05","A",10
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461257,"839","Chawanakee-Billscabin , 2 to 15 percent slopes",27305397,"Billscabin",35,81504137,"A1",5,13,5,65.6,12.1,29.4,3,1.55,".17",".10","A",10
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461257,"839","Chawanakee-Billscabin , 2 to 15 percent slopes",27305398,"Chawanakee",55,81504925,"A",5,13,4,66.5,12.2,29.5,3,1.55,".28",".17","D",10
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461258,"838","Dixmine-Spine-Mac , 50 to 70 percent slopes",27305402,"Dixmine",35,81504141,"A",4,14,24,29,9,47,5.1,1.5,".24",".10","C",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461258,"838","Dixmine-Spine-Mac , 50 to 70 percent slopes",27305403,"Spine",25,81504151,"A",3,8,20,42.1,12.2,37.9,5,1.5,".37",".15","D",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461258,"838","Dixmine-Spine-Mac , 50 to 70 percent slopes",27305404,"Mac",25,81504482,"A",3,10,23,39.5,11.7,37.5,9,1.5,".28",".20","C",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461259,"180","Dodgeland silty clay loam, 0 to 5 percent slopes, occasionally flooded",27305413,"Dodgeland",85,81503275,"Ap1",0,10,39,18,6.3,43,2,1.5,".24",".24","C/D",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461260,"250","Llanoseco silty clay loam, 0 to 2 percent slopes, occasionally flooded",27305419,"Llanoseco",90,81503286,"Ap",0,20,33,3.6,3.1,63.4,2.2,1.45,".43",".43","C",0
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461261,"260","Ordferry silty clay, 0 to 1 percent slopes, occasionally flooded",27305423,"Ordferry",90,81503293,"A1",0,8,50,5.3,2.5,44.7,1.8,1.35,".20",".20","D",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461262,"447","Charger fine sandy loam, 0 to 1 percent slopes",27305430,"Charger",80,81503304,"Ap",0,8,14,69.6,17.1,16.4,4.7,1.55,".20",".20","A",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461265,"616","Jokerst-Doemill-Typic Haploxeralfs , 8 to 15 percent slopes",27305442,"Typic Haploxeralfs",15,81504356,"A",0,5,27,37.4,11.1,35.6,4,1.5,".28",".15","C",13
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461265,"616","Jokerst-Doemill-Typic Haploxeralfs , 8 to 15 percent slopes",27305443,"Doemill",34,81503328,"A",0,3,15,36,8,49,5.78,1.5,".43",".28","D",10
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461265,"616","Jokerst-Doemill-Typic Haploxeralfs , 8 to 15 percent slopes",27305444,"Jokerst",36,81503330,"A",0,3,15,42,9,43,3.48,1.5,".37",".17","D",10
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461266,"614","Doemill-Jokerst , 0 to 3 percent slopes",27305447,"Doemill",50,81503341,"A",0,3,15,36,8,49,5.78,1.5,".43",".28","D",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461266,"614","Doemill-Jokerst , 0 to 3 percent slopes",27305448,"Jokerst",40,81503347,"A",0,3,15,42,9,43,3.48,1.5,".37",".17","D",1
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461267,"842","Billscabin-Bonneyridge , 50 to 70 percent slopes",27305452,"Billscabin",60,81504917,"A1",5,13,5,65.6,12.1,29.4,3,1.55,".17",".10","A",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461267,"842","Billscabin-Bonneyridge , 50 to 70 percent slopes",27305457,"Bonneyridge",25,81504846,"A1",3,8,10,66.9,11.8,23.1,8,1.55,".20",".20","A",60
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461268,"615","Doemill-Jokerst , 3 to 8 percent slopes",27305460,"Doemill",50,81503335,"A",0,3,15,36,8,49,5.78,1.5,".43",".28","D",3
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461268,"615","Doemill-Jokerst , 3 to 8 percent slopes",27305461,"Jokerst",40,81503338,"A",0,3,15,42,9,43,3.48,1.5,".37",".17","D",3
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461269,"841","Billscabin-Bonneyridge , 30 to 50 percent slopes",27305465,"Bonneyridge",35,81503537,"A1",3,8,10,66.9,11.8,23.1,8,1.55,".20",".20","A",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461269,"841","Billscabin-Bonneyridge , 30 to 50 percent slopes",27305471,"Billscabin",50,81504909,"A1",5,13,5,65.6,12.1,29.4,3,1.55,".17",".10","A",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461270,"848","Bonneyridge-Lewisflat , 30 to 50 percent slopes",27305473,"Lewisflat",20,81504784,"A1",8,13,14.5,45.6,9,39.9,10,1.5,".28",".28","B",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461270,"848","Bonneyridge-Lewisflat , 30 to 50 percent slopes",27305474,"Bonneyridge",60,81504876,"A1",3,8,10,66.9,11.8,23.1,8,1.55,".20",".20","A",40
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461271,"847","Bonneyridge-Lewisflat , 15 to 30 percent slopes",27305482,"Bonneyridge",60,81504864,"A1",3,8,10,66.9,11.8,23.1,8,1.55,".20",".20","A",25
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461271,"847","Bonneyridge-Lewisflat , 15 to 30 percent slopes",27305490,"Lewisflat",20,81504778,"A1",8,13,14.5,45.6,9,39.9,10,1.5,".28",".28","B",22
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461272,"846","Bonneyridge-Lewisflat , 2 to 15 percent slopes",27305491,"Lewisflat",20,81504488,"A1",8,13,14.5,45.6,9,39.9,10,1.5,".28",".28","B",8
"CA612","Butte Area, California, Parts of Butte and Plumas Counties",461272,"846","Bonneyridge-Lewisflat , 2 to 15 percent slopes",27305492,"Bonneyridge",60,81504858,"A1",3,8,10,66.9,11.8,23.1,8,1.55,".20",".20","A",8
